Short Item No,Business Unit,"Location ",Lot Serial Number,Primary Location,Lot Stat Code,Quantity On Hand,Quantity Backordered,Quantity On P.O.,Quantity On WO/RC,Quantity On other 1,Quantity On Other 2,Quantity on Other PO,Quantity Hard Committed,Qty Soft Committed,Quantity On Future,WO Soft Commit,Qty Hard Committed WO,Quantity In Transit,Quantity In Inspection,Quantity In Operation 1,Quantity In Operation 2,Last Rcpt Date,Secondary Quantity Hard Committed,Secondary Quantity Soft Committed,Secondary Quantity On Hand,Secondary Quantity On WO/RC,Secondary Quantity On Purchase Order,Secondary WO Hard Committed,Secondary WO Soft Commit,Quantity on Project Hard Commit,Quantity on Project Hard Commit,Unique Configuration ID
341075,"         901",F00C01,753343,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753369,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753382,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753395,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753408,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753464,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00C01,753479,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",F00F04,760400,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00G03,760130,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00G03,760154,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00G03,760166,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00G03,760180,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00G03,760203,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00G03,760226,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,759969,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,759990,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760000,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760009,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760017,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760025,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760044,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760058,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760073,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760079,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H04,760104,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H05,760111,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H05,760372,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00H05,760473,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,752458,S,,30,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
341075,"         901",F00I04,752656,S,,30,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
341075,"         901",F00I04,760242,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760262,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760280,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760295,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760309,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760357,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760382,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760416,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760446,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00I04,760525,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00J02,760428,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00J02,760458,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00J02,760484,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",F00J02,760504,S,,30,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341075,"         901",FGOF,735147,S,,19,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
341075,"         901",FP007,751499,S,,16,,,,,,,,,,,,,,,,12/16/2022,,,,,,,,,,
341075,"         901",SHIPDOCK,748053,S,,30,,,,,,,,,,,,,,,,12/12/2022,,,,,,,,,,
341075,"         901",SHIPDOCK,752740,S,,30,,,,,,,,,,,,,,,,12/19/2022,,,,,,,,,,
341075,"         901",SHIPDOCK,753537,S,,16,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",TM01,753491,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341075,"         901",TM01,753509,S,,30,,,,,,,,,,,,,,,,12/20/2022,,,,,,,,,,
341078,"         901",F00C03,744640,S,,30,,,,,,,,,,,,,,,,12/06/2022,,,,,,,,,,
341078,"         901",F00C03,745721,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745827,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745841,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745850,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745871,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745888,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745906,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745921,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745938,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745953,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745962,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00C06,745973,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00E05,746933,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00E05,746946,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00F05,745164,S,,30,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
341078,"         901",F00F05,745193,S,,30,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
341078,"         901",F00F05,745201,S,,30,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
341078,"         901",F00F05,745207,S,,30,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
341078,"         901",F00F05,745242,S,,30,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
341078,"         901",F00F05,745268,S,,30,,,,,,,,,,,,,,,,12/07/2022,,,,,,,,,,
341078,"         901",F00F05,745744,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00F05,745757,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00F05,745790,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00F05,745815,S,,30,,,,,,,,,,,,,,,,12/08/2022,,,,,,,,,,
341078,"         901",F00H01,746708,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00H01,746731,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00H01,746751,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00H01,746761,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00H01,746777,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00H01,746785,S,,30,,,,,,,,,,,,,,,,12/09/2022,,,,,,,,,,
341078,"         901",F00I01,736072,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00I01,736088,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736112,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736129,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736144,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736166,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736316,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736327,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736351,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736358,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736363,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736369,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",F00K06,736383,S,,30,,,,,,,,,,,,,,,,11/22/2022,,,,,,,,,,
341078,"         901",FP028,733885A,S,,3,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341078,"         901",SERVICE,735371,S,,30,,,,,,,,,,,,,,,,11/21/2022,,,,,,,,,,
341079,"         901",F00B06,758093,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00C02,754105,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754120,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754134,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754159,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754177,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754201,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754223,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754252,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754280,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754296,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C02,754310,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00C04,757311,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757322,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757328,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757340,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757355,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757384,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757413,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00C04,757909,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00C04,757922,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00C04,757933,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00D02,754321,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754342,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754349,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754368,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754377,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754395,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754411,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754438,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D02,754829,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D02,754837,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D02,754880,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D03,738828,S,,30,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
341079,"         901",F00D03,739254,S,,30,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
341079,"         901",F00D03,739265,S,,30,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
341079,"         901",F00D03,739284,S,,30,,,,,,,,,,,,,,,,11/29/2022,,,,,,,,,,
341079,"         901",F00D03,747446,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D03,747461,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D03,747493,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D03,747506,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D03,747524,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D03,756192,S,,30,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
341079,"         901",F00D03,756195,S,,30,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
341079,"         901",F00D04,747590,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D04,747599,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D04,747604,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D04,747610,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D04,747617,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D04,747623,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D04,747627,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00D05,754743,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754754,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754756,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754759,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754762,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754776,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754778,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754785,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754791,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754795,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D05,754823,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,741984,S,,30,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
341079,"         901",F00D06,741997,S,,30,,,,,,,,,,,,,,,,12/02/2022,,,,,,,,,,
341079,"         901",F00D06,754684,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D06,754706,S,,30,,,,,,,,,,,,,,,,12/21/2022,,,,,,,,,,
341079,"         901",F00D06,754713,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,754714,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,754716,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,754732,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,754734,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,754736,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00D06,754739,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00E06,747672,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00E06,747676,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00E06,747681,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00E06,747698,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00E06,747705,S,,30,,,,,,,,,,,,,,,,12/10/2022,,,,,,,,,,
341079,"         901",F00E06,756198,S,,30,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
341079,"         901",F00E06,756207,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00E06,756212,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00E06,756225,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00E06,756240,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00E06,756248,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F02,755029,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,754903,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,754922,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,754940,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,754974,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,754994,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,755004,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,755022,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,755038,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F04,755052,S,,30,,,,,,,,,,,,,,,,12/22/2022,,,,,,,,,,
341079,"         901",F00F06,756257,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,756283,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,756293,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,756301,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,756315,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,756339,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,756360,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00F06,757147,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00F06,757155,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00F06,757161,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00F06,757173,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00G01,756382,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756387,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756400,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756420,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756431,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756452,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756469,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756474,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756486,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G01,756496,S,,30,,,,,,,,,,,,,,,,01/03/2023,,,,,,,,,,
341079,"         901",F00G03,758117,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00G03,758134,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00G03,758150,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00G03,758156,S,,30,,,,,,,,,,,,,,,,01/05/2023,,,,,,,,,,
341079,"         901",F00G06,743019,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743040,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743048,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743055,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743062,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743089,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743102,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743116,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,743122,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341079,"         901",F00G06,756187,S,,30,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
341079,"         901",F00G06,756190,S,,30,,,,,,,,,,,,,,,,01/02/2023,,,,,,,,,,
341079,"         901",F00I03,757199,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757210,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757221,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757235,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757246,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757256,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757259,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",F00I03,757281,S,,30,,,,,,,,,,,,,,,,01/04/2023,,,,,,,,,,
341079,"         901",FGPARTIALS,739297LZ,S,,2,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341079,"         901",FP017,739297LR,S,,11,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341079,"         901",SERVICE,738798,S,,1,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
341080,"         901",FGOF,750017,S,,8,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341080,"         901",FGPAINT,749965,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341080,"         901",FGPAINT,749981,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341081,"         901",FGOF,743198,S,,11,,,,,,,,,,,,,,,,01/06/2023,,,,,,,,,,
341081,"         901",FGPAINT,743184,S,,30,,,,,,,,,,,,,,,,12/05/2022,,,,,,,,,,
341081,"         901",FGPAINT,749772,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341081,"         901",FGPAINT,749889,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341081,"         901",FGPAINT,749930,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341081,"         901",FGPAINT,749939,S,,30,,,,,,,,,,,,,,,,12/14/2022,,,,,,,,,,
341585,"         901",SHIPDOCK,690681TC,S,,2,,,,,,,,,,,,,,,,01/09/2023,,,,,,,,,,
